gameid,date,home,h_pts,away,a_pts,ot,type
22200989,2023-03-08T21:00:00Z,DEN,96,CHI,117,0,regular
22200991,2023-03-08T22:00:00Z,LAC,108,TOR,100,0,regular
22200992,2023-03-09T19:00:00Z,DET,103,CHA,113,0,regular
22200993,2023-03-09T19:00:00Z,IND,134,HOU,125,1,regular
22200994,2023-03-09T19:00:00Z,ORL,124,UTA,131,0,regular
22200996,2023-03-09T19:30:00Z,MEM,131,GSW,110,0,regular
22200995,2023-03-09T20:00:00Z,MIL,118,BKN,113,0,regular
22200997,2023-03-09T22:00:00Z,SAC,122,NYK,117,0,regular
22200998,2023-03-10T19:00:00Z,PHI,120,POR,119,0,regular
22200999,2023-03-10T19:00:00Z,WAS,107,ATL,114,0,regular
22201000,2023-03-10T20:00:00Z,MIA,119,CLE,115,0,regular
22201001,2023-03-10T20:00:00Z,MIN,123,BKN,124,1,regular
22201002,2023-03-10T20:00:00Z,SAS,128,DEN,120,0,regular
22201003,2023-03-10T22:30:00Z,LAL,122,TOR,112,0,regular
22201004,2023-03-11T16:00:00Z,LAC,106,NYK,95,0,regular
22201005,2023-03-11T19:00:00Z,CHA,111,UTA,119,0,regular
22201006,2023-03-11T19:00:00Z,DET,115,IND,121,0,regular
22201007,2023-03-11T19:00:00Z,ORL,126,MIA,114,1,regular
22201008,2023-03-11T19:30:00Z,ATL,125,BOS,134,0,regular
22201009,2023-03-11T20:00:00Z,HOU,111,CHI,119,0,regular
22201010,2023-03-11T20:00:00Z,MEM,112,DAL,108,0,regular
22201011,2023-03-11T20:30:00Z,NOP,96,OKC,110,0,regular
22201012,2023-03-11T20:30:00Z,GSW,125,MIL,116,1,regular
22201013,2023-03-11T21:00:00Z,PHX,119,SAC,128,0,regular
22201014,2023-03-12T15:30:00Z,DEN,120,BKN,122,0,regular
22201015,2023-03-12T17:00:00Z,CHA,108,CLE,114,0,regular
22201016,2023-03-12T18:00:00Z,PHI,112,WAS,93,0,regular
22201017,2023-03-12T19:00:00Z,NOP,127,POR,110,0,regular
22201018,2023-03-12T19:00:00Z,SAS,90,OKC,102,0,regular
22201019,2023-03-12T21:00:00Z,LAL,108,NYK,112,0,regular
22201020,2023-03-13T19:00:00Z,DET,117,IND,97,0,regular
22201021,2023-03-13T19:30:00Z,ATL,115,MIN,136,0,regular
22201022,2023-03-13T19:30:00Z,MIA,119,UTA,115,0,regular
22201023,2023-03-13T19:30:00Z,DAL,88,MEM,104,0,regular
22201024,2023-03-13T20:00:00Z,HOU,111,BOS,109,0,regular
22201025,2023-03-13T22:00:00Z,GSW,123,PHX,112,0,regular
22201026,2023-03-13T22:00:00Z,SAC,124,MIL,133,0,regular
22201027,2023-03-14T19:00:00Z,CHA,104,CLE,120,0,regular
22201028,2023-03-14T19:00:00Z,WAS,117,DET,97,0,regular
22201029,2023-03-14T19:30:00Z,TOR,125,DEN,110,0,regular
22201030,2023-03-14T20:00:00Z,NOP,108,LAL,123,0,regular
22201031,2023-03-14T20:00:00Z,OKC,121,BKN,107,0,regular
22201032,2023-03-14T20:00:00Z,SAS,132,ORL,114,0,regular
22201033,2023-03-14T22:00:00Z,PHX,104,MIL,116,0,regular
22201034,2023-03-14T22:00:00Z,POR,107,NYK,123,0,regular
22201036,2023-03-15T19:30:00Z,MIA,138,MEM,119,0,regular
22201035,2023-03-15T19:30:00Z,CLE,109,PHI,118,0,regular
22201037,2023-03-15T20:00:00Z,CHI,114,SAC,117,0,regular
22201038,2023-03-15T20:00:00Z,HOU,114,LAL,110,0,regular
22201039,2023-03-15T20:00:00Z,MIN,102,BOS,104,0,regular
22201040,2023-03-15T20:30:00Z,SAS,128,DAL,137,1,regular
22201041,2023-03-15T22:00:00Z,LAC,134,GSW,126,0,regular
22201042,2023-03-16T19:00:00Z,DET,100,DEN,119,0,regular
22201043,2023-03-16T19:30:00Z,BKN,96,SAC,101,0,regular
22201044,2023-03-16T19:30:00Z,TOR,128,OKC,111,0,regular
22201045,2023-03-16T20:00:00Z,MIL,123,IND,139,0,regular
22201046,2023-03-16T22:00:00Z,PHX,116,ORL,113,0,regular
22201047,2023-03-17T19:00:00Z,CHA,82,PHI,121,0,regular
22201048,2023-03-17T19:30:00Z,ATL,127,GSW,119,0,regular
22201049,2023-03-17T19:30:00Z,CLE,117,WAS,94,0,regular
22201052,2023-03-17T20:00:00Z,SAS,120,MEM,126,1,regular
22201050,2023-03-17T20:00:00Z,CHI,139,MIN,131,2,regular
22201051,2023-03-17T20:00:00Z,HOU,114,NOP,112,0,regular
22201053,2023-03-17T22:00:00Z,POR,112,BOS,126,0,regular
22201054,2023-03-17T22:30:00Z,LAL,110,DAL,111,0,regular
22201055,2023-03-18T13:00:00Z,NYK,116,DEN,110,0,regular
22201056,2023-03-18T15:00:00Z,LAC,108,ORL,113,0,regular
22201057,2023-03-18T19:00:00Z,IND,121,PHI,141,0,regular
22201058,2023-03-18T19:00:00Z,TOR,122,MIN,107,0,regular
22201059,2023-03-18T20:00:00Z,WAS,118,SAC,132,0,regular
22201060,2023-03-18T20:00:00Z,CHI,113,MIA,99,0,regular
22201061,2023-03-18T20:00:00Z,MEM,133,GSW,119,0,regular
22201062,2023-03-18T21:00:00Z,UTA,118,BOS,117,0,regular
22201063,2023-03-19T15:30:00Z,BKN,102,DEN,108,0,regular
22201064,2023-03-19T15:30:00Z,OKC,124,PHX,120,0,regular
22201065,2023-03-19T16:00:00Z,SAS,126,ATL,118,0,regular
22201066,2023-03-19T18:00:00Z,DET,100,MIA,112,0,regular
22201067,2023-03-19T19:00:00Z,HOU,107,NOP,117,0,regular
22201068,2023-03-19T20:00:00Z,MIL,118,TOR,111,0,regular
22201069,2023-03-19T21:00:00Z,POR,102,LAC,117,0,regular
22201070,2023-03-19T21:30:00Z,LAL,111,ORL,105,0,regular
22201071,2023-03-20T19:00:00Z,CHA,115,IND,109,0,regular
22201072,2023-03-20T19:00:00Z,PHI,105,CHI,109,2,regular
22201073,2023-03-20T19:30:00Z,NYK,134,MIN,140,0,regular
22201074,2023-03-20T20:00:00Z,HOU,108,GSW,121,0,regular
22201075,2023-03-20T20:00:00Z,MEM,112,DAL,108,0,regular
22201076,2023-03-20T21:00:00Z,UTA,128,SAC,120,0,regular
22201077,2023-03-21T19:00:00Z,ORL,122,WAS,112,0,regular
22201078,2023-03-21T19:30:00Z,ATL,129,DET,107,0,regular
22201079,2023-03-21T19:30:00Z,BKN,109,CLE,115,0,regular
22201080,2023-03-21T20:00:00Z,NOP,119,SAS,84,0,regular
22201081,2023-03-21T22:00:00Z,SAC,109,BOS,132,0,regular
22201082,2023-03-21T22:30:00Z,LAC,100,OKC,101,0,regular
22201083,2023-03-22T19:00:00Z,WAS,104,DEN,118,0,regular
22201084,2023-03-22T19:30:00Z,MIA,127,NYK,120,0,regular
22201085,2023-03-22T19:30:00Z,TOR,114,IND,118,0,regular
22201086,2023-03-22T19:30:00Z,DAL,125,GSW,127,0,regular
22201087,2023-03-22T20:00:00Z,CHI,91,PHI,116,0,regular
22201088,2023-03-22T20:00:00Z,MEM,130,HOU,125,0,regular
22201089,2023-03-22T20:00:00Z,MIL,130,SAS,94,0,regular
22201090,2023-03-22T20:00:00Z,MIN,125,ATL,124,0,regular
22201091,2023-03-22T21:00:00Z,UTA,115,POR,127,0,regular
22201092,2023-03-22T22:00:00Z,LAL,122,PHX,111,0,regular
22201093,2023-03-23T19:00:00Z,ORL,111,NYK,106,0,regular
22201094,2023-03-23T19:30:00Z,BKN,114,CLE,116,0,regular
22201095,2023-03-23T20:00:00Z,NOP,115,CHA,96,0,regular
22201096,2023-03-23T22:30:00Z,LAC,127,OKC,105,0,regular
22201097,2023-03-24T19:00:00Z,BOS,120,IND,95,0,regular
22201098,2023-03-24T19:00:00Z,WAS,136,SAS,124,0,regular
22201099,2023-03-24T19:30:00Z,TOR,118,DET,97,0,regular
22201100,2023-03-24T20:00:00Z,MEM,151,HOU,114,0,regular
22201101,2023-03-24T20:30:00Z,DAL,109,CHA,117,0,regular
22201102,2023-03-24T21:00:00Z,UTA,116,MIL,144,0,regular
22201103,2023-03-24T22:00:00Z,GSW,120,PHI,112,0,regular
22201104,2023-03-24T22:00:00Z,POR,96,CHI,124,0,regular
22201105,2023-03-24T22:00:00Z,SAC,135,PHX,127,0,regular
22201106,2023-03-24T22:30:00Z,LAL,116,OKC,111,0,regular
22201107,2023-03-25T17:00:00Z,ATL,143,IND,130,0,regular
22201108,2023-03-25T20:00:00Z,MIA,100,BKN,129,0,regular
22201109,2023-03-25T21:00:00Z,DEN,129,MIL,106,0,regular
22201110,2023-03-25T22:00:00Z,PHX,125,PHI,105,0,regular
22201111,2023-03-25T22:00:00Z,SAC,121,UTA,113,0,regular
22201112,2023-03-25T22:30:00Z,LAC,110,NOP,131,0,regular
22201113,2023-03-26T13:00:00Z,CHA,110,DAL,104,0,regular
22201114,2023-03-26T15:30:00Z,LAL,108,CHI,118,0,regular
22201115,2023-03-26T18:00:00Z,ATL,119,MEM,123,0,regular
22201116,2023-03-26T18:00:00Z,BOS,137,SAS,93,0,regular
22201117,2023-03-26T18:00:00Z,CLE,108,HOU,91,0,regular
22201118,2023-03-26T18:00:00Z,ORL,119,BKN,106,0,regular
22201119,2023-03-26T18:00:00Z,TOR,114,WAS,104,0,regular
22201120,2023-03-26T19:00:00Z,POR,112,OKC,118,0,regular
22201121,2023-03-26T20:30:00Z,GSW,96,MIN,99,0,regular
22201122,2023-03-27T19:00:00Z,DET,117,MIL,126,0,regular
22201123,2023-03-27T19:00:00Z,IND,104,DAL,127,0,regular
22201124,2023-03-27T19:30:00Z,NYK,137,HOU,115,0,regular
22201125,2023-03-27T21:00:00Z,UTA,103,PHX,117,0,regular
22201126,2023-03-27T21:30:00Z,DEN,116,PHI,111,0,regular
22201127,2023-03-27T22:00:00Z,POR,90,NOP,124,0,regular
22201128,2023-03-27T22:00:00Z,SAC,115,MIN,119,0,regular
22201129,2023-03-27T22:30:00Z,LAC,124,CHI,112,0,regular
22201130,2023-03-28T19:00:00Z,WAS,130,BOS,111,0,regular
22201131,2023-03-28T19:30:00Z,ATL,120,CLE,118,0,regular
22201132,2023-03-28T19:30:00Z,TOR,106,MIA,92,0,regular
22201133,2023-03-28T20:00:00Z,MEM,113,ORL,108,0,regular
22201134,2023-03-28T20:00:00Z,OKC,134,CHA,137,0,regular
22201135,2023-03-28T22:00:00Z,GSW,120,NOP,109,0,regular
22201136,2023-03-29T19:00:00Z,IND,136,MIL,149,0,regular
22201137,2023-03-29T19:30:00Z,BKN,123,HOU,114,0,regular
22201138,2023-03-29T19:30:00Z,NYK,101,MIA,92,0,regular
22201139,2023-03-29T19:30:00Z,PHI,116,DAL,108,0,regular
22201143,2023-03-29T20:00:00Z,SAS,117,UTA,128,0,regular
22201142,2023-03-29T20:00:00Z,OKC,107,DET,106,0,regular
22201140,2023-03-29T20:00:00Z,CHI,110,LAL,121,0,regular
22201141,2023-03-29T20:00:00Z,MEM,132,LAC,141,0,regular
22201144,2023-03-29T22:00:00Z,PHX,107,MIN,100,0,regular
22201145,2023-03-29T22:00:00Z,POR,80,SAC,120,0,regular
22201146,2023-03-30T19:30:00Z,MIL,99,BOS,140,0,regular
22201147,2023-03-30T22:00:00Z,DEN,88,NOP,107,0,regular
22201148,2023-03-31T19:00:00Z,CHA,91,CHI,121,0,regular
22201149,2023-03-31T19:00:00Z,IND,121,OKC,117,0,regular
22201150,2023-03-31T19:00:00Z,PHI,117,TOR,110,0,regular
22201151,2023-03-31T19:00:00Z,WAS,109,ORL,116,0,regular
22201154,2023-03-31T19:30:00Z,CLE,116,NYK,130,0,regular
22201152,2023-03-31T19:30:00Z,BOS,122,UTA,114,0,regular
22201153,2023-03-31T19:30:00Z,BKN,124,ATL,107,0,regular
22201157,2023-03-31T20:00:00Z,MIN,111,LAL,123,0,regular
22201156,2023-03-31T20:00:00Z,MEM,108,LAC,94,0,regular
22201155,2023-03-31T20:00:00Z,HOU,121,DET,115,0,regular
22201158,2023-03-31T22:00:00Z,GSW,130,SAS,115,0,regular
22201159,2023-03-31T22:00:00Z,POR,114,SAC,138,0,regular
22201160,2023-03-31T22:30:00Z,PHX,100,DEN,93,0,regular
22201161,2023-04-01T19:30:00Z,MIA,129,DAL,122,0,regular
22201162,2023-04-01T20:30:00Z,NOP,122,LAC,114,0,regular
22201163,2023-04-02T13:00:00Z,CHA,108,TOR,128,0,regular
22201166,2023-04-02T15:30:00Z,MIN,105,POR,107,0,regular
22201164,2023-04-02T15:30:00Z,BKN,111,UTA,110,0,regular
22201165,2023-04-02T15:30:00Z,CHI,128,MEM,107,0,regular
22201169,2023-04-02T18:00:00Z,ORL,128,DET,102,0,regular
22201170,2023-04-02T18:00:00Z,SAC,134,SAS,142,1,regular
22201167,2023-04-02T18:00:00Z,ATL,132,DAL,130,1,regular
22201168,2023-04-02T18:00:00Z,NYK,118,WAS,109,0,regular
22201172,2023-04-02T19:00:00Z,OKC,118,PHX,128,0,regular
22201171,2023-04-02T19:00:00Z,HOU,109,LAL,134,0,regular
22201173,2023-04-02T20:00:00Z,CLE,115,IND,105,0,regular
22201174,2023-04-02T20:00:00Z,MIL,117,PHI,104,0,regular
22201175,2023-04-02T20:30:00Z,DEN,112,GSW,110,0,regular
22201176,2023-04-04T19:00:00Z,CHA,100,TOR,120,0,regular
22201177,2023-04-04T19:00:00Z,DET,105,MIA,118,0,regular
22201178,2023-04-04T19:00:00Z,ORL,113,CLE,117,0,regular
22201179,2023-04-04T19:00:00Z,WAS,128,MIL,140,0,regular
22201180,2023-04-04T19:30:00Z,BKN,102,MIN,107,0,regular
22201181,2023-04-04T20:00:00Z,PHI,103,BOS,101,0,regular
22201182,2023-04-04T20:00:00Z,CHI,105,ATL,123,0,regular
22201183,2023-04-04T20:00:00Z,HOU,124,DEN,103,0,regular
22201184,2023-04-04T20:00:00Z,MEM,119,POR,109,0,regular
22201185,2023-04-04T20:00:00Z,NOP,103,SAC,121,0,regular
22201186,2023-04-04T21:00:00Z,UTA,133,LAL,135,1,regular
22201187,2023-04-04T22:00:00Z,GSW,136,OKC,125,0,regular
22201188,2023-04-04T22:00:00Z,PHX,115,SAS,94,0,regular
22201189,2023-04-05T19:00:00Z,DET,108,BKN,123,0,regular
22201190,2023-04-05T19:00:00Z,IND,129,NYK,138,0,regular
22201191,2023-04-05T19:30:00Z,ATL,134,WAS,116,0,regular
22201192,2023-04-05T19:30:00Z,BOS,97,TOR,93,0,regular
22201193,2023-04-05T19:30:00Z,MIL,105,CHI,92,0,regular
22201194,2023-04-05T20:00:00Z,NOP,138,MEM,131,1,regular
22201195,2023-04-05T20:30:00Z,DAL,123,SAC,119,0,regular
22201196,2023-04-05T22:00:00Z,LAC,125,LAL,118,0,regular
22201197,2023-04-06T19:00:00Z,ORL,94,CLE,118,0,regular
22201198,2023-04-06T19:30:00Z,PHI,101,MIA,129,0,regular
22201199,2023-04-06T20:00:00Z,SAS,129,POR,127,0,regular
22201200,2023-04-06T21:00:00Z,UTA,98,OKC,114,0,regular
22201201,2023-04-06T22:00:00Z,PHX,119,DEN,115,0,regular
22201202,2023-04-07T19:00:00Z,CHA,109,HOU,112,0,regular
22201203,2023-04-07T19:00:00Z,IND,115,DET,122,0,regular
22201204,2023-04-07T19:00:00Z,WAS,114,MIA,108,0,regular
22201205,2023-04-07T19:30:00Z,ATL,131,PHI,136,1,regular
22201206,2023-04-07T19:30:00Z,BOS,121,TOR,102,0,regular
22201207,2023-04-07T19:30:00Z,BKN,101,ORL,84,0,regular
22201208,2023-04-07T20:00:00Z,MIL,114,MEM,137,0,regular
22201209,2023-04-07T20:00:00Z,NOP,113,NYK,105,0,regular
22201210,2023-04-07T20:30:00Z,DAL,112,CHI,115,0,regular
22201211,2023-04-07T22:00:00Z,SAC,97,GSW,119,0,regular
22201212,2023-04-07T22:30:00Z,LAL,121,PHX,107,0,regular
22201213,2023-04-08T15:30:00Z,UTA,118,DEN,114,0,regular
22201214,2023-04-08T16:00:00Z,SAS,131,MIN,151,0,regular
22201215,2023-04-08T16:00:00Z,LAC,136,POR,125,0,regular
22201223,2023-04-09T13:00:00Z,CHI,103,DET,81,0,regular
22201222,2023-04-09T13:00:00Z,WAS,109,HOU,114,0,regular
22201221,2023-04-09T13:00:00Z,TOR,121,MIL,105,0,regular
22201220,2023-04-09T13:00:00Z,NYK,136,IND,141,0,regular
22201216,2023-04-09T13:00:00Z,BOS,120,ATL,114,0,regular
22201218,2023-04-09T13:00:00Z,CLE,95,CHA,106,0,regular
22201217,2023-04-09T13:00:00Z,BKN,105,PHI,134,0,regular
22201219,2023-04-09T13:00:00Z,MIA,123,ORL,110,0,regular
22201229,2023-04-09T15:30:00Z,PHX,114,LAC,119,0,regular
22201224,2023-04-09T15:30:00Z,DAL,117,SAS,138,0,regular
22201225,2023-04-09T15:30:00Z,MIN,113,NOP,108,0,regular
22201226,2023-04-09T15:30:00Z,OKC,115,MEM,100,0,regular
22201227,2023-04-09T15:30:00Z,DEN,109,SAC,95,0,regular
22201228,2023-04-09T15:30:00Z,LAL,128,UTA,117,0,regular
22201230,2023-04-09T15:30:00Z,POR,101,GSW,157,0,regular
52200101,2023-04-11T19:30:00Z,MIA,105,ATL,116,0,playin
52200121,2023-04-11T22:00:00Z,LAL,108,MIN,102,1,playin
52200111,2023-04-12T19:00:00Z,TOR,105,CHI,109,0,playin
52200131,2023-04-12T21:30:00Z,NOP,118,OKC,123,0,playin
52200201,2023-04-14T19:00:00Z,MIA,102,CHI,91,0,playin
52200211,2023-04-14T21:30:00Z,MIN,120,OKC,95,0,playin
42200121,2023-04-15T13:00:00Z,PHI,121,BKN,101,0,playoff
42200111,2023-04-15T15:30:00Z,BOS,112,ATL,99,0,playoff
42200131,2023-04-15T18:00:00Z,CLE,97,NYK,101,0,playoff
42200161,2023-04-15T20:30:00Z,SAC,126,GSW,123,0,playoff
42200151,2023-04-16T15:00:00Z,MEM,112,LAL,128,0,playoff
42200101,2023-04-16T17:30:00Z,MIL,117,MIA,130,0,playoff
42200171,2023-04-16T20:00:00Z,PHX,110,LAC,115,0,playoff
42200141,2023-04-16T22:30:00Z,DEN,109,MIN,80,0,playoff
42200122,2023-04-17T19:30:00Z,PHI,96,BKN,84,0,playoff
42200162,2023-04-17T22:00:00Z,SAC,114,GSW,106,0,playoff
42200112,2023-04-18T19:00:00Z,BOS,119,ATL,106,0,playoff
42200132,2023-04-18T19:30:00Z,CLE,107,NYK,90,0,playoff
42200172,2023-04-18T22:00:00Z,PHX,123,LAC,109,0,playoff
42200152,2023-04-19T19:30:00Z,MEM,103,LAL,93,0,playoff
42200102,2023-04-19T21:00:00Z,MIL,138,MIA,122,0,playoff
42200142,2023-04-19T22:00:00Z,DEN,122,MIN,113,0,playoff
42200123,2023-04-20T19:30:00Z,BKN,97,PHI,102,0,playoff
42200163,2023-04-20T22:00:00Z,GSW,114,SAC,97,0,playoff
42200173,2023-04-20T22:30:00Z,LAC,124,PHX,129,0,playoff
42200113,2023-04-21T19:00:00Z,ATL,130,BOS,122,0,playoff
42200133,2023-04-21T20:30:00Z,NYK,99,CLE,79,0,playoff
42200143,2023-04-21T21:30:00Z,MIN,111,DEN,120,0,playoff
42200124,2023-04-22T13:00:00Z,BKN,88,PHI,96,0,playoff
42200174,2023-04-22T15:30:00Z,LAC,100,PHX,112,0,playoff
42200103,2023-04-22T19:30:00Z,MIA,121,MIL,99,0,playoff
42200153,2023-04-22T22:00:00Z,LAL,111,MEM,101,0,playoff
42200134,2023-04-23T13:00:00Z,NYK,102,CLE,93,0,playoff
42200164,2023-04-23T15:30:00Z,GSW,126,SAC,125,0,playoff
42200114,2023-04-23T19:00:00Z,ATL,121,BOS,129,0,playoff
42200144,2023-04-23T21:30:00Z,MIN,114,DEN,108,1,playoff
42200104,2023-04-24T19:30:00Z,MIA,119,MIL,114,0,playoff
42200154,2023-04-24T22:00:00Z,LAL,117,MEM,111,1,playoff
42200115,2023-04-25T19:30:00Z,BOS,117,ATL,119,0,playoff
42200145,2023-04-25T21:00:00Z,DEN,112,MIN,109,0,playoff
42200175,2023-04-25T22:00:00Z,PHX,136,LAC,130,0,playoff
42200135,2023-04-26T19:00:00Z,CLE,95,NYK,106,0,playoff
42200155,2023-04-26T19:30:00Z,MEM,116,LAL,99,0,playoff
42200105,2023-04-26T21:30:00Z,MIL,126,MIA,128,1,playoff
42200165,2023-04-26T22:00:00Z,SAC,116,GSW,123,0,playoff
42200116,2023-04-27T20:30:00Z,ATL,120,BOS,128,0,playoff
42200166,2023-04-28T20:00:00Z,GSW,99,SAC,118,0,playoff
42200156,2023-04-28T22:30:00Z,LAL,125,MEM,85,0,playoff
42200221,2023-04-29T20:30:00Z,DEN,125,PHX,107,0,playoff
42200201,2023-04-30T13:00:00Z,NYK,101,MIA,108,0,playoff
42200167,2023-04-30T15:30:00Z,SAC,100,GSW,120,0,playoff
42200211,2023-05-01T19:30:00Z,BOS,115,PHI,119,0,playoff
42200222,2023-05-01T22:00:00Z,DEN,97,PHX,87,0,playoff
42200202,2023-05-02T19:30:00Z,NYK,111,MIA,105,0,playoff
42200231,2023-05-02T22:00:00Z,GSW,112,LAL,117,0,playoff
42200212,2023-05-03T20:00:00Z,BOS,121,PHI,87,0,playoff
42200232,2023-05-04T21:00:00Z,GSW,127,LAL,100,0,playoff
42200213,2023-05-05T19:30:00Z,PHI,102,BOS,114,0,playoff
42200223,2023-05-05T22:00:00Z,PHX,121,DEN,114,0,playoff
42200203,2023-05-06T15:30:00Z,MIA,105,NYK,86,0,playoff
42200233,2023-05-06T20:30:00Z,LAL,127,GSW,97,0,playoff
42200214,2023-05-07T15:30:00Z,PHI,116,BOS,115,1,playoff
42200224,2023-05-07T20:00:00Z,PHX,129,DEN,124,0,playoff
42200204,2023-05-08T19:30:00Z,MIA,109,NYK,101,0,playoff
42200234,2023-05-08T22:00:00Z,LAL,104,GSW,101,0,playoff
42200215,2023-05-09T19:30:00Z,BOS,103,PHI,115,0,playoff
42200225,2023-05-09T22:00:00Z,DEN,118,PHX,102,0,playoff
42200205,2023-05-10T19:30:00Z,NYK,112,MIA,103,0,playoff
42200235,2023-05-10T22:00:00Z,GSW,121,LAL,106,0,playoff
42200216,2023-05-11T19:30:00Z,PHI,86,BOS,95,0,playoff
42200226,2023-05-11T22:00:00Z,PHX,100,DEN,125,0,playoff
42200206,2023-05-12T19:30:00Z,MIA,96,NYK,92,0,playoff
42200236,2023-05-12T22:00:00Z,LAL,122,GSW,101,0,playoff
42200217,2023-05-14T15:30:00Z,BOS,112,PHI,88,0,playoff
42200311,2023-05-16T20:30:00Z,DEN,132,LAL,126,0,playoff
42200301,2023-05-17T20:30:00Z,BOS,116,MIA,123,0,playoff
42200312,2023-05-18T20:30:00Z,DEN,108,LAL,103,0,playoff
42200302,2023-05-19T20:30:00Z,BOS,105,MIA,111,0,playoff
42200313,2023-05-20T20:30:00Z,LAL,108,DEN,119,0,playoff
42200303,2023-05-21T20:30:00Z,MIA,128,BOS,102,0,playoff
42200314,2023-05-22T20:30:00Z,LAL,111,DEN,113,0,playoff
42200304,2023-05-23T20:30:00Z,MIA,99,BOS,116,0,playoff
42200305,2023-05-25T20:30:00Z,BOS,110,MIA,97,0,playoff
42200306,2023-05-27T20:30:00Z,MIA,103,BOS,104,0,playoff
42200307,2023-05-29T20:30:00Z,BOS,84,MIA,103,0,playoff
42200401,2023-06-01T20:30:00Z,DEN,104,MIA,93,0,playoff
42200402,2023-06-04T20:00:00Z,DEN,108,MIA,111,0,playoff
42200403,2023-06-07T20:30:00Z,MIA,94,DEN,109,0,playoff
42200404,2023-06-09T20:30:00Z,MIA,95,DEN,108,0,playoff
42200405,2023-06-12T20:30:00Z,DEN,94,MIA,89,0,playoff
